timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-19T11:00:10,Test_llama3.1,772368a8-a179-4cd5-b943-7dd906b2b9e8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,26.108058299985714,0.00027797474888955834,1.0647086263389815e-05,42.5,54.44114954314997,20.0,0.0003081037429160157,0.0003874311432779942,0.00014498407222240023,0.0008405189584164102,0.0,Italy,ITA,campania,,,Windows-11-10.0.26200-SP0,3.13.12,3.2.2,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,14.5304,40.9291,31.70067596435547,machine,1.092,47.28,49.548,15.70909912109375,N,1.0,0.0
