timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-19T10:58:56,Test_llama3.2,fd23a1de-77d7-4972-9dc4-e52d42072afd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.0905537999933586,5.9428378089142786e-05,9.757467061403774e-06,42.5,43.73400108943999,20.0,7.188933555551355e-05,7.397894807203986e-05,3.382673777782151e-05,0.00017969502140537493,0.0,Italy,ITA,campania,Windows-11-10.0.26200-SP0,3.13.12,3.2.2,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,14.5304,40.9291,31.70067596435547,machine,0.0,52.0,47.63333333333333,15.103240966796875,N,1.0,0.0,,
